Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2703.37,наличный,Витебск,БелАгропромбанк-KTZD-288,27-05-2021,21:28:33,недостаточно средств,да,87.84
юр. лицо,списание средств,1248.05,наличный,Минск,Беларусбанк-WAQU-545,15-09-2015,20:12:01,успешно,да,96.56
физ. лицо,списание средств,3113.62,безналичный,Могилев,Белинвестбанк-VAWA-609,31-08-2024,06:27:21,недостаточно средств,да,232.14
физ. лицо,списание средств,3598.98,безналичный,Брест,МаксБанк-YWTY-263,18-03-2017,01:01:30,недостаточно средств,да,100.65
юр. лицо,списание средств,165.73,безналичный,Минск,Беларусбанк-LAIB-270,14-10-2003,05:05:43,неправильный ввод пин-кода,да,15.14
физ. лицо,списание средств,4290.88,наличный,Брест,БелАгропромбанк-KHNK-925,01-08-2009,02:51:21,успешно,да,121.9
физ. лицо,списание средств,3811.38,наличный,Брест,Белинвестбанк-JNBA-752,01-12-2009,04:37:41,недостаточно средств,да,119.54
юр. лицо,списание средств,3275.88,безналичный,Брест,Беларусбанк-AWFB-510,19-01-2023,22:31:10,успешно,да,123.13
юр. лицо,списание средств,4903.41,безналичный,Витебск,МаксБанк-YZTN-523,30-05-2021,18:06:38,неправильный ввод пин-кода,да,95.59
юр. лицо,списание средств,311.52,наличный,Брест,Приорбанк-UIAK-740,01-05-2002,07:20:03,неправильный ввод пин-кода,да,26.3
юр. лицо,списание средств,1064.88,наличный,Брест,Беларусбанк-LXVF-500,11-11-2019,14:22:56,недостаточно средств,да,72.96
физ. лицо,списание средств,4721.37,безналичный,Витебск,Беларусбанк-BBMN-984,27-08-2019,05:53:06,неправильный ввод пин-кода,да,390.1
юр. лицо,списание средств,302.56,наличный,Минск,Белинвестбанк-WMGJ-614,19-06-2005,10:07:56,недостаточно средств,да,6.95
юр. лицо,списание средств,4565.83,наличный,Гомель,Белинвестбанк-WOQJ-395,22-06-2004,20:34:47,недостаточно средств,да,97.94
юр. лицо,списание средств,1113.9,наличный,Витебск,БелАгропромбанк-GUTO-363,26-07-2019,02:51:50,недостаточно средств,да,70.77
юр. лицо,списание средств,1690.02,наличный,Витебск,БелАгропромбанк-QWRF-011,28-03-2024,15:14:58,успешно,да,61.16
юр. лицо,списание средств,710.51,безналичный,Витебск,Приорбанк-JJVB-577,27-09-2008,21:07:43,недостаточно средств,да,14.5
юр. лицо,списание средств,1130.8,безналичный,Минск,Приорбанк-ISLW-806,22-02-2019,22:33:37,неправильный ввод пин-кода,да,84.44
физ. лицо,списание средств,1797.99,безналичный,Витебск,МаксБанк-HORE-732,18-09-2012,05:16:37,недостаточно средств,да,49.01
физ. лицо,списание средств,2380.51,наличный,Брест,Приорбанк-TYIS-627,23-10-2003,08:13:08,недостаточно средств,да,195.7
юр. лицо,списание средств,3034.88,безналичный,Могилев,Приорбанк-RFPN-003,13-03-2021,00:29:14,недостаточно средств,да,260.9
юр. лицо,списание средств,2308.03,наличный,Гродно,БелАгропромбанк-ILNT-493,27-04-2023,03:09:43,неправильный ввод пин-кода,да,206.8
физ. лицо,списание средств,2414.47,наличный,Минск,БелАгропромбанк-AKHI-541,15-07-2011,21:12:32,успешно,да,45.3
юр. лицо,списание средств,3021.3,наличный,Минск,Приорбанк-RHHW-310,30-12-2003,05:10:09,недостаточно средств,да,155.09
физ. лицо,списание средств,3549.73,безналичный,Минск,БелАгропромбанк-KSZD-904,14-09-2009,22:20:52,недостаточно средств,да,343.83
физ. лицо,списание средств,4726.86,безналичный,Витебск,Приорбанк-NRTY-225,09-10-2001,13:19:03,недостаточно средств,да,272.57
физ. лицо,списание средств,1537.49,наличный,Брест,Белинвестбанк-TQMU-221,30-07-2014,01:03:38,неправильный ввод пин-кода,да,104.07
юр. лицо,списание средств,1929.43,безналичный,Брест,Белинвестбанк-DKVM-307,26-04-2013,22:47:10,успешно,да,55.74
физ. лицо,списание средств,257.26,безналичный,Могилев,Беларусбанк-CLHP-504,12-05-2012,15:39:46,неправильный ввод пин-кода,да,17.51
физ. лицо,списание средств,1124.5,безналичный,Могилев,МаксБанк-MUDP-602,18-06-2023,14:45:30,недостаточно средств,да,106.44
физ. лицо,списание средств,1835.65,наличный,Минск,МаксБанк-HCLB-074,20-09-2001,20:28:15,неправильный ввод пин-кода,да,135.1
физ. лицо,списание средств,3067.75,безналичный,Могилев,Беларусбанк-BSLN-652,03-02-2021,05:01:53,недостаточно средств,да,219.11
юр. лицо,списание средств,776.86,безналичный,Брест,БелАгропромбанк-EQLL-727,25-11-2020,05:45:00,успешно,да,52.4
физ. лицо,списание средств,3662.19,наличный,Минск,Беларусбанк-EKIJ-783,07-08-2006,04:03:23,успешно,да,338.46
юр. лицо,списание средств,2880.03,безналичный,Гомель,Белинвестбанк-ZGQU-496,27-07-2003,15:10:10,неправильный ввод пин-кода,да,240.18
юр. лицо,списание средств,275.06,наличный,Гомель,БелАгропромбанк-QXCA-219,09-03-2009,10:20:13,успешно,да,15.39
физ. лицо,списание средств,947.73,наличный,Гомель,БелАгропромбанк-IHPO-006,06-08-2024,19:59:16,неправильный ввод пин-кода,да,11.48
юр. лицо,списание средств,1156.08,наличный,Минск,Белинвестбанк-PSLR-939,30-12-2006,15:07:09,успешно,да,66.76
